8,0,0,0,0,7,0,1,0
0,0,0,6,0,0,3,0,0
2,1,0,0,0,0,0,0,5
0,0,9,0,0,5,0,8,1
0,8,0,0,9,0,0,3,0
5,4,0,1,0,0,2,0,0
3,0,0,0,0,0,0,9,4
0,0,7,0,0,6,0,0,0
0,6,0,8,0,0,0,0,3
G,1,2,4,1
G,1,0,9,2
G,0,1,3,3
U,2,2,6,4
U,0,2,5,5
U,1,1,7,6
U,1,7,2,7
U,1,8,8,8
U,1,5,1,9
U,1,4,5,10
U,3,1,2,11
U,4,2,1,12
U,5,2,3,13
U,5,5,8,14
U,6,1,5,15
U,6,5,2,16
U,4,5,4,17
U,6,2,8,18
U,6,3,7,19
U,3,3,3,20
U,4,3,2,21
U,6,4,1,22
U,6,6,6,23
U,7,1,9,24
U,7,7,5,25
U,7,3,4,26
U,0,3,9,27
U,0,6,4,28
U,0,4,2,29
U,0,8,6,30
B,0,8,0,29
B,0,4,0,28
B,0,6,0,27
B,0,3,0,26
B,7,3,0,25
B,7,7,0,24
B,7,1,0,23
B,6,6,0,22
B,6,4,0,21
B,4,3,0,20
B,3,3,0,19
B,6,3,0,18
B,6,2,0,17
B,4,5,0,16
B,6,5,0,15
B,6,1,0,14
B,5,5,0,13
B,5,2,0,12
B,4,2,0,11
B,3,1,0,10
B,1,4,0,9
B,1,5,0,8
B,1,8,0,7
B,1,7,0,6
B,1,1,0,5
B,0,2,0,4
B,2,2,0,3
N,0,1,5,3
U,1,1,7,4
U,1,7,2,5
U,1,8,8,6
U,1,5,1,7
U,1,4,5,8
U,6,1,2,9
U,3,1,3,10
U,5,2,6,11
U,0,2,3,12
B,0,2,0,11
B,5,2,0,10
B,3,1,0,9
B,6,1,0,8
B,1,4,0,7
B,1,5,0,6
B,1,8,0,5
B,1,7,0,4
B,1,1,0,3
B,0,1,0,2
N,1,0,7,2
U,1,7,2,3
U,3,0,6,4
U,4,0,1,5
U,4,2,2,6
U,4,5,4,7
U,4,3,7,8
U,4,8,6,9
U,0,8,9,10
U,1,8,8,11
U,4,6,5,12
U,5,2,3,13
U,2,2,6,14
U,0,2,5,15
U,0,1,3,16
U,1,1,9,17
U,1,5,1,18
U,1,4,5,19
U,3,1,7,20
U,3,6,4,21
U,0,6,6,22
U,2,6,7,23
U,2,7,4,24
U,5,5,8,25
U,5,4,6,26
U,5,7,7,27
B,5,7,0,26
B,5,4,0,25
B,5,5,0,24
B,2,7,0,23
B,2,6,0,22
B,0,6,0,21
B,3,6,0,20
B,3,1,0,19
B,1,4,0,18
B,1,5,0,17
B,1,1,0,16
B,0,1,0,15
B,0,2,0,14
B,2,2,0,13
B,5,2,0,12
B,4,6,0,11
B,1,8,0,10
B,0,8,0,9
B,4,8,0,8
B,4,3,0,7
B,4,5,0,6
B,4,2,0,5
B,4,0,0,4
B,3,0,0,3
B,1,7,0,2
B,1,0,0,1
N,1,2,5,1
G,0,1,9,2
U,1,1,7,3
U,1,0,4,4
U,1,7,2,5
U,0,8,6,6
U,0,2,3,7
U,0,6,4,8
U,2,2,6,9
U,2,7,7,10
U,4,8,7,11
U,3,6,6,12
U,3,0,7,13
U,4,6,5,14
B,4,6,0,13
B,3,0,0,12
B,3,6,0,11
B,4,8,0,10
B,2,7,0,9
B,2,2,0,8
B,0,6,0,7
B,0,2,0,6
B,0,8,0,5
B,1,7,0,4
B,1,0,0,3
B,1,1,0,2
N,0,1,3,2
G,0,2,4,3
U,2,2,6,4
U,5,2,3,5
U,5,5,8,6
G,0,4,2,7
G,0,3,9,8
U,0,6,6,9
B,0,6,0,8
N,0,3,5,8
G,0,6,9,9
U,0,8,6,10
U,4,8,7,11
U,5,7,6,12
U,3,6,4,13
U,4,6,5,14
U,5,4,7,15
U,5,8,9,16
G,1,0,9,17
U,1,1,7,18
U,3,1,2,19
U,3,3,3,20
U,3,4,6,21
U,3,0,7,22
U,4,2,1,23
U,4,0,6,24
U,6,1,5,25
U,6,4,1,26
U,6,5,2,27
U,4,5,4,28
U,1,5,1,29
U,4,3,2,30
U,6,2,8,31
U,6,3,7,32
U,6,6,6,33
U,7,1,9,34
U,7,3,4,35
U,2,3,9,36
U,2,5,3,37
U,7,0,1,38
U,7,6,8,39
U,2,6,7,40
U,2,7,4,41
U,1,7,2,42
U,1,8,8,43
U,1,4,4,44
U,2,4,8,45
U,7,7,5,46
U,7,4,3,47
U,7,8,2,48
U,8,0,4,49
U,8,2,2,50
U,8,4,5,51
U,8,5,9,52
U,8,6,1,53
U,8,7,7,54
8,3,4,5,2,7,9,1,6
9,7,5,6,4,1,3,2,8
2,1,6,9,8,3,7,4,5
7,2,9,3,6,5,4,8,1
6,8,1,2,9,4,5,3,7
5,4,3,1,7,8,2,6,9
3,5,8,7,1,2,6,9,4
1,9,7,4,3,6,8,5,2
4,6,2,8,5,9,1,7,3
