0,0,0,8,0,3,0,6,0
9,0,0,5,7,0,0,0,0
4,0,0,0,0,0,0,0,3
0,5,0,0,0,0,3,0,0
0,6,0,9,1,2,0,8,0
0,0,4,0,0,0,0,2,0
7,0,0,0,0,0,0,0,8
0,0,0,0,4,6,0,0,1
0,1,0,3,0,8,0,0,0
U,4,0,3,1
U,4,2,7,2
G,0,1,2,3
U,0,4,9,4
U,2,5,1,5
U,1,5,4,6
U,1,7,1,7
U,1,8,2,8
U,1,6,8,9
U,1,1,3,10
U,1,2,6,11
U,3,5,7,12
U,5,3,6,13
U,2,3,2,14
U,2,4,6,15
U,3,3,4,16
U,3,4,8,17
U,3,7,9,18
U,3,8,6,19
U,5,5,5,20
U,5,4,3,21
U,5,8,7,22
U,5,6,1,23
U,5,0,8,24
U,5,1,9,25
U,6,1,4,26
U,6,3,1,27
U,6,5,9,28
U,7,1,8,29
U,2,1,7,30
U,2,7,5,31
U,0,8,4,32
U,0,6,7,33
U,2,2,8,34
U,2,6,9,35
U,4,8,5,36
U,4,6,4,37
U,6,7,3,38
U,7,3,7,39
B,7,3,0,38
B,6,7,0,37
B,4,6,0,36
B,4,8,0,35
B,2,6,0,34
B,2,2,0,33
B,0,6,0,32
B,0,8,0,31
B,2,7,0,30
B,2,1,0,29
B,7,1,0,28
B,6,5,0,27
B,6,3,0,26
B,6,1,0,25
B,5,1,0,24
B,5,0,0,23
B,5,6,0,22
B,5,8,0,21
B,5,4,0,20
B,5,5,0,19
B,3,8,0,18
B,3,7,0,17
B,3,4,0,16
B,3,3,0,15
B,2,4,0,14
B,2,3,0,13
B,5,3,0,12
B,3,5,0,11
B,1,2,0,10
B,1,1,0,9
B,1,6,0,8
B,1,8,0,7
B,1,7,0,6
B,1,5,0,5
B,2,5,0,4
B,0,4,0,3
N,0,1,7,3
G,0,4,9,4
U,2,5,1,5
U,1,5,4,6
U,1,7,1,7
U,1,8,2,8
U,1,6,8,9
U,1,1,3,10
U,1,2,6,11
U,3,5,7,12
U,5,3,6,13
U,2,3,2,14
U,2,1,8,15
U,2,2,5,16
U,2,4,6,17
U,3,3,4,18
U,3,4,8,19
U,3,7,9,20
U,2,7,7,21
U,2,6,9,22
U,3,8,6,23
U,5,1,9,24
U,5,5,5,25
U,5,4,3,26
U,5,8,7,27
U,5,6,1,28
U,5,0,8,29
U,6,3,1,30
U,6,5,9,31
U,7,1,2,32
U,6,1,4,33
U,6,2,3,34
U,6,7,5,35
U,6,4,2,36
U,6,6,6,37
U,7,0,5,38
U,7,3,7,39
B,7,3,0,38
B,7,0,0,37
B,6,6,0,36
B,6,4,0,35
B,6,7,0,34
B,6,2,0,33
B,6,1,0,32
B,7,1,0,31
B,6,5,0,30
B,6,3,0,29
B,5,0,0,28
B,5,6,0,27
B,5,8,0,26
B,5,4,0,25
B,5,5,0,24
B,5,1,0,23
B,3,8,0,22
B,2,6,0,21
B,2,7,0,20
B,3,7,0,19
B,3,4,0,18
B,3,3,0,17
B,2,4,0,16
B,2,2,0,15
B,2,1,0,14
B,2,3,0,13
B,5,3,0,12
B,3,5,0,11
B,1,2,0,10
B,1,1,0,9
B,1,6,0,8
B,1,8,0,7
B,1,7,0,6
B,1,5,0,5
B,2,5,0,4
N,0,4,2,4
G,0,0,1,5
U,0,2,5,6
U,5,0,8,7
U,3,0,2,8
U,5,1,9,9
U,3,2,1,10
U,7,0,5,11
U,8,0,6,12
G,0,6,9,13
U,0,8,4,14
U,1,7,1,15
U,1,5,4,16
U,1,8,2,17
U,1,6,8,18
U,1,1,3,19
U,1,2,6,20
U,3,5,7,21
U,4,8,5,22
U,4,6,4,23
U,3,7,9,24
U,3,8,6,25
U,3,3,4,26
U,3,4,8,27
U,5,3,6,28
U,2,3,1,29
U,2,5,9,30
U,2,4,6,31
U,5,5,5,32
U,5,4,3,33
U,5,8,7,34
U,5,6,1,35
U,6,3,2,36
U,6,1,4,37
U,6,5,1,38
U,7,3,7,39
U,7,6,2,40
U,7,1,8,41
U,2,1,2,42
U,2,2,8,43
U,7,7,3,44
U,6,7,5,45
U,2,7,7,46
U,2,6,5,47
U,6,4,9,48
U,6,2,3,49
U,6,6,6,50
U,7,2,9,51
U,8,2,2,52
U,8,4,5,53
U,8,6,7,54
U,8,7,4,55
U,8,8,9,56
1,7,5,8,2,3,9,6,4
9,3,6,5,7,4,8,1,2
4,2,8,1,6,9,5,7,3
2,5,1,4,8,7,3,9,6
3,6,7,9,1,2,4,8,5
8,9,4,6,3,5,1,2,7
7,4,3,2,9,1,6,5,8
5,8,9,7,4,6,2,3,1
6,1,2,3,5,8,7,4,9
