0,0,7,9,0,0,0,0,4
0,2,0,6,0,8,0,7,0
0,0,8,0,0,7,0,0,0
0,0,1,0,0,0,0,0,3
0,8,0,4,0,9,0,2,0
4,0,0,0,0,0,1,0,0
0,0,0,7,0,0,6,0,0
0,9,0,2,0,3,0,1,0
3,0,0,0,0,4,5,0,0
U,4,6,7,1
G,1,6,9,2
G,1,0,1,3
U,1,8,5,4
U,4,8,6,5
U,4,0,5,6
U,0,0,6,7
U,2,0,9,8
U,4,2,3,9
U,1,2,4,10
U,1,4,3,11
U,4,4,1,12
G,0,1,3,13
U,0,7,8,14
U,0,6,2,15
U,0,4,5,16
U,0,5,1,17
U,2,1,5,18
B,2,1,0,17
B,0,5,0,16
B,0,4,0,15
B,0,6,0,14
B,0,7,0,13
N,0,1,5,13
U,0,4,2,14
U,0,5,1,15
U,2,1,3,16
U,2,3,5,17
U,2,4,4,18
U,2,6,2,19
U,2,7,6,20
U,2,8,1,21
U,3,3,8,22
U,3,6,4,23
U,5,3,3,24
U,6,5,5,25
U,6,2,2,26
U,6,0,8,27
U,6,4,9,28
B,6,4,0,27
B,6,0,0,26
B,6,2,0,25
B,6,5,0,24
B,5,3,0,23
B,3,6,0,22
B,3,3,0,21
B,2,8,0,20
B,2,7,0,19
B,2,6,0,18
B,2,4,0,17
B,2,3,0,16
B,2,1,0,15
B,0,5,0,14
B,0,4,0,13
B,0,1,0,12
B,4,4,0,11
B,1,4,0,10
B,1,2,0,9
B,4,2,0,8
B,2,0,0,7
B,0,0,0,6
B,4,0,0,5
B,4,8,0,4
B,1,8,0,3
N,1,0,5,3
U,1,8,1,4
U,4,0,6,5
U,0,0,1,6
U,2,0,9,7
U,4,8,5,8
U,4,2,3,9
U,1,2,4,10
U,1,4,3,11
U,4,4,1,12
G,0,1,3,13
U,2,1,6,14
U,2,8,2,15
U,0,6,8,16
U,2,6,3,17
U,2,7,5,18
U,0,7,6,19
U,2,3,1,20
U,2,4,4,21
U,3,6,4,22
B,3,6,0,21
B,2,4,0,20
B,2,3,0,19
B,0,7,0,18
B,2,7,0,17
B,2,6,0,16
B,0,6,0,15
B,2,8,0,14
B,2,1,0,13
N,0,1,6,13
U,2,1,3,14
U,2,6,2,15
U,2,8,6,16
U,2,7,5,17
U,2,3,1,18
U,2,4,4,19
U,8,3,8,20
U,3,3,5,21
U,3,1,7,22
U,3,0,2,23
U,3,5,6,24
U,3,4,8,25
U,3,6,4,26
U,3,7,9,27
U,5,1,5,28
U,5,2,9,29
