U,5,3,3,30
U,5,5,2,31
U,0,5,5,32
U,0,4,2,33
U,5,4,7,34
U,5,8,8,35
U,5,7,6,36
U,6,0,8,37
U,6,5,1,38
U,6,1,4,39
U,6,7,3,40
U,0,7,8,41
U,0,6,3,42
U,7,0,7,43
U,7,6,8,44
B,7,6,0,43
B,7,0,0,42
B,0,6,0,41
B,0,7,0,40
B,6,7,0,39
B,6,1,0,38
B,6,5,0,37
B,6,0,0,36
B,5,7,0,35
B,5,8,0,34
B,5,4,0,33
B,0,4,0,32
B,0,5,0,31
B,5,5,0,30
B,5,3,0,29
B,5,2,0,28
B,5,1,0,27
B,3,7,0,26
B,3,6,0,25
B,3,4,0,24
B,3,5,0,23
B,3,0,0,22
B,3,1,0,21
B,3,3,0,20
B,8,3,0,19
B,2,4,0,18
B,2,3,0,17
B,2,7,0,16
B,2,8,0,15
B,2,6,0,14
B,2,1,0,13
B,0,1,0,12
B,4,4,0,11
B,1,4,0,10
B,1,2,0,9
B,4,2,0,8
B,4,8,0,7
B,2,0,0,6
B,0,0,0,5
B,4,0,0,4
B,1,8,0,3
B,1,0,0,2
N,1,6,3,2
G,0,6,8,3
U,7,6,4,4
U,3,6,9,5
U,2,6,2,6
G,0,7,5,7
G,0,0,1,8
U,0,5,2,9
U,0,4,3,10
U,0,1,6,11
G,1,0,9,12
U,1,8,1,13
U,2,0,5,14
U,1,2,4,15
U,1,4,5,16
U,2,1,3,17
U,2,3,1,18
U,2,4,4,19
U,4,0,6,20
U,4,4,1,21
U,4,8,5,22
U,4,2,3,23
U,8,3,8,24
U,3,3,5,25
U,3,1,7,26
U,3,0,2,27
U,3,5,6,28
U,3,4,8,29
U,3,7,4,30
U,5,1,5,31
U,5,2,9,32
U,5,3,3,33
B,5,3,0,32
B,5,2,0,31
B,5,1,0,30
B,3,7,0,29
B,3,4,0,28
B,3,5,0,27
B,3,0,0,26
B,3,1,0,25
B,3,3,0,24
B,8,3,0,23
B,4,2,0,22
B,4,8,0,21
B,4,4,0,20
B,4,0,0,19
B,2,4,0,18
B,2,3,0,17
B,2,1,0,16
B,1,4,0,15
B,1,2,0,14
B,2,0,0,13
B,1,8,0,12
N,1,0,5,12
U,2,0,9,13
U,1,2,4,14
U,1,4,1,15
U,1,8,9,16
U,2,1,3,17
U,2,3,5,18
U,2,4,4,19
U,2,7,6,20
U,2,8,1,21
U,3,3,8,22
U,3,7,4,23
U,4,0,6,24
U,4,4,5,25
U,3,5,6,26
U,4,2,3,27
B,4,2,0,26
B,3,5,0,25
B,4,4,0,24
B,4,0,0,23
B,3,7,0,22
B,3,3,0,21
B,2,8,0,20
B,2,7,0,19
B,2,4,0,18
B,2,3,0,17
B,2,1,0,16
B,1,8,0,15
B,1,4,0,14
B,1,2,0,13
B,2,0,0,12
B,1,0,0,11
B,0,1,0,10
B,0,4,0,9
B,0,5,0,8
N,0,0,6,8
U,4,0,5,9
U,4,8,6,10
U,4,2,3,11
U,4,4,1,12
U,5,7,8,13
U,3,7,4,14
U,5,8,5,15
U,5,3,3,16
U,8,7,9,17
U,2,7,6,18
U,6,7,3,19
G,0,1,1,20
U,0,5,2,21
U,0,4,3,22
U,1,0,9,23
U,1,8,1,24
B,1,8,0,23
B,1,0,0,22
B,0,4,0,21
B,0,5,0,20
N,0,1,3,20
U,0,4,2,21
U,0,5,1,22
U,2,3,5,23
U,1,4,4,24
U,2,4,3,25
U,3,3,8,26
U,6,5,5,27
U,8,3,1,28
G,1,0,1,29
U,1,8,9,30
U,1,2,5,31
U,2,0,9,32
U,2,1,4,33
U,2,8,1,34
U,6,1,1,35
U,7,2,6,36
U,7,4,8,37
U,6,4,9,38
U,7,0,7,39
U,3,0,2,40
U,3,5,6,41
U,3,1,7,42
U,3,4,5,43
U,5,1,6,44
U,5,2,9,45
U,5,4,7,46
U,5,5,2,47
U,6,0,8,48
U,6,8,2,49
U,6,2,4,50
B,6,2,0,49
B,6,8,0,48
B,6,0,0,47
B,5,5,0,46
B,5,4,0,45
B,5,2,0,44
B,5,1,0,43
B,3,4,0,42
B,3,1,0,41
B,3,5,0,40
B,3,0,0,39
B,7,0,0,38
B,6,4,0,37
B,7,4,0,36
B,7,2,0,35
B,6,1,0,34
B,2,8,0,33
B,2,1,0,32
B,2,0,0,31
B,1,2,0,30
B,1,8,0,29
N,1,0,9,29
U,1,2,5,30
U,1,8,1,31
U,2,0,1,32
U,2,1,4,33
U,2,8,9,34
U,6,1,1,35
U,7,2,6,36
U,7,4,8,37
U,6,4,9,38
U,7,0,7,39
U,3,0,2,40
U,3,5,6,41
U,3,1,7,42
U,3,4,5,43
U,5,1,6,44
U,5,2,9,45
U,5,4,7,46
U,5,5,2,47
U,6,0,8,48
U,6,8,2,49
U,6,2,4,50
B,6,2,0,49
B,6,8,0,48
B,6,0,0,47
B,5,5,0,46
B,5,4,0,45
B,5,2,0,44
B,5,1,0,43
B,3,4,0,42
B,3,1,0,41
B,3,5,0,40
B,3,0,0,39
B,7,0,0,38
B,6,4,0,37
B,7,4,0,36
B,7,2,0,35
B,6,1,0,34
B,2,8,0,33
B,2,1,0,32
B,2,0,0,31
B,1,8,0,30
B,1,2,0,29
B,1,0,0,28
B,8,3,0,27
B,6,5,0,26
B,3,3,0,25
B,2,4,0,24
B,1,4,0,23
B,2,3,0,22
B,0,5,0,21
B,0,4,0,20
B,0,1,0,19
B,6,7,0,18
B,2,7,0,17
B,8,7,0,16
B,5,3,0,15
B,5,8,0,14
B,3,7,0,13
B,5,7,0,12
B,4,4,0,11
B,4,2,0,10
B,4,8,0,9
B,4,0,0,8
B,0,0,0,7
N,0,7,6,7
G,0,0,1,8
G,0,1,3,9
G,0,4,2,10
U,0,5,5,11
U,6,5,1,12
U,8,3,8,13
U,3,3,5,14
U,5,3,3,15
U,2,3,1,16
U,1,4,4,17
U,2,4,3,18
U,8,7,9,19
U,2,7,5,20
U,2,8,9,21
U,1,8,1,22
U,2,0,6,23
U,2,1,4,24
U,4,0,5,25
U,1,0,9,26
U,1,2,5,27
U,4,8,6,28
U,4,2,3,29
U,4,4,1,30
U,5,7,8,31
U,3,7,4,32
U,5,8,5,33
U,6,1,5,34
U,6,4,9,35
U,6,7,3,36
U,7,2,6,37
U,7,4,5,38
U,8,2,2,39
U,5,2,9,40
U,6,0,8,41
U,6,2,4,42
U,6,8,2,43
U,7,0,7,44
U,3,0,2,45
U,3,5,6,46
U,3,1,7,47
U,3,4,8,48
U,5,1,6,49
U,5,4,7,50
U,5,5,2,51
U,7,8,8,52
U,8,1,1,53
U,8,4,6,54
U,8,8,7,55
1,3,7,9,2,5,8,6,4
9,2,5,6,4,8,3,7,1
6,4,8,1,3,7,2,5,9
2,7,1,5,8,6,9,4,3
5,8,3,4,1,9,7,2,6
4,6,9,3,7,2,1,8,5
8,5,4,7,9,1,6,3,2
7,9,6,2,5,3,4,1,8
3,1,2,8,6,4,5,9,7
