5,9,0,0,0,1,7,0,0
0,0,0,0,0,2,0,0,3
0,0,3,0,4,0,0,0,9
1,0,5,0,0,3,0,4,0
3,6,0,0,0,0,0,7,1
0,8,0,1,0,0,2,0,5
9,0,0,0,2,0,5,0,0
7,0,0,4,0,0,0,0,0
0,0,1,7,0,0,0,9,2
U,5,0,4,1
G,1,0,8,2
U,8,0,6,3
U,2,0,2,4
G,0,2,4,5
U,6,2,8,6
U,6,5,6,7
U,6,3,3,8
U,6,1,4,9
U,6,7,1,10
U,6,8,7,11
U,7,2,2,12
U,4,2,9,13
U,4,6,8,14
U,3,8,6,15
U,0,8,8,16
U,0,3,6,17
U,0,4,3,18
U,0,7,2,19
U,3,6,9,20
U,4,4,5,21
U,4,3,2,22
U,3,3,8,23
U,2,3,5,24
U,1,3,9,25
U,1,4,7,26
U,1,1,1,27
U,1,2,6,28
U,1,6,4,29
U,1,7,5,30
U,2,1,7,31
U,2,5,8,32
U,2,7,6,33
U,2,6,1,34
U,3,1,2,35
B,3,1,0,34
B,2,6,0,33
B,2,7,0,32
B,2,5,0,31
B,2,1,0,30
B,1,7,0,29
B,1,6,0,28
B,1,2,0,27
B,1,1,0,26
B,1,4,0,25
B,1,3,0,24
B,2,3,0,23
B,3,3,0,22
B,4,3,0,21
B,4,4,0,20
B,3,6,0,19
B,0,7,0,18
B,0,4,0,17
B,0,3,0,16
B,0,8,0,15
B,3,8,0,14
B,4,6,0,13
B,4,2,0,12
B,7,2,0,11
B,6,8,0,10
B,6,7,0,9
B,6,1,0,8
B,6,3,0,7
B,6,5,0,6
B,6,2,0,5
N,0,2,6,5
G,0,3,8,6
U,0,4,3,7
U,0,7,2,8
U,0,8,4,9
G,1,2,4,10
U,6,2,8,11
U,6,5,6,12
U,6,3,3,13
U,6,1,4,14
U,6,7,1,15
U,6,8,7,16
U,7,2,2,17
U,4,2,9,18
U,4,6,8,19
U,3,8,6,20
U,3,6,9,21
U,3,3,2,22
U,3,1,7,23
U,1,1,1,24
U,1,6,6,25
U,1,7,5,26
U,1,3,9,27
U,1,4,7,28
B,1,4,0,27
B,1,3,0,26
B,1,7,0,25
B,1,6,0,24
B,1,1,0,23
B,3,1,0,22
B,3,3,0,21
B,3,6,0,20
B,3,8,0,19
B,4,6,0,18
B,4,2,0,17
B,7,2,0,16
B,6,8,0,15
B,6,7,0,14
B,6,1,0,13
B,6,3,0,12
B,6,5,0,11
B,6,2,0,10
N,1,2,7,10
U,2,1,1,11
U,1,1,4,12
U,5,2,9,13
U,4,2,2,14
U,3,1,7,15
U,6,1,3,16
U,6,3,6,17
U,2,3,5,18
U,1,3,9,19
U,1,4,6,20
U,1,6,1,21
U,1,7,5,22
U,2,5,7,23
U,3,3,2,24
B,3,3,0,23
B,2,5,0,22
B,1,7,0,21
B,1,6,0,20
B,1,4,0,19
B,1,3,0,18
B,2,3,0,17
B,6,3,0,16
B,6,1,0,15
B,3,1,0,14
B,4,2,0,13
B,5,2,0,12
B,1,1,0,11
B,2,1,0,10
B,1,2,0,9
B,0,8,0,8
B,0,7,0,7
B,0,4,0,6
N,0,3,3,6
U,0,4,8,7
U,0,7,2,8
U,0,8,4,9
G,1,2,4,10
U,6,2,8,11
U,6,3,6,12
U,2,3,5,13
U,1,3,9,14
B,1,3,0,13
B,2,3,0,12
B,6,3,0,11
B,6,2,0,10
N,1,2,7,10
U,2,1,1,11
U,1,1,4,12
U,5,2,9,13
U,4,2,2,14
U,3,1,7,15
U,6,1,3,16
U,7,2,8,17
U,6,2,4,18
U,7,8,6,19
U,3,8,8,20
U,4,6,9,21
U,3,6,6,22
U,1,6,1,23
U,2,6,8,24
U,3,4,9,25
U,3,3,2,26
U,4,4,5,27
U,1,4,6,28
U,1,7,5,29
U,1,3,9,30
U,2,3,5,31
U,2,5,7,32
U,2,7,6,33
U,4,3,8,34
U,4,5,4,35
U,5,4,7,36
U,5,5,6,37
U,5,7,3,38
U,6,3,6,39
U,6,5,8,40
U,6,7,1,41
U,6,8,7,42
U,7,6,3,43
U,7,4,1,44
B,7,4,0,43
B,7,6,0,42
B,6,8,0,41
B,6,7,0,40
B,6,5,0,39
B,6,3,0,38
B,5,7,0,37
B,5,5,0,36
B,5,4,0,35
B,4,5,0,34
B,4,3,0,33
B,2,7,0,32
B,2,5,0,31
B,2,3,0,30
B,1,3,0,29
B,1,7,0,28
B,1,4,0,27
B,4,4,0,26
B,3,3,0,25
B,3,4,0,24
B,2,6,0,23
B,1,6,0,22
B,3,6,0,21
B,4,6,0,20
B,3,8,0,19
B,7,8,0,18
B,6,2,0,17
B,7,2,0,16
B,6,1,0,15
B,3,1,0,14
